id_umkm,nama_usaha,jenis_usaha,tenaga_kerja_perempuan,tenaga_kerja_laki_laki,aset,omset,marketplace,kapasitas_produksi,status_legalitas,tahun_berdiri,laba,biaya_karyawan,jumlah_pelanggan
288217302,UD. Mila Mahendra Hanafi,Kesehatan,13.0,38.0,5893108.0,41133595.0,Bukalapak,827.0,Belum Terdaftar,2011,35240487.0,102000000.0,827.0
288217303,UD. Diva Jayengprana,Perdagangan,10.0,76.0,8979694.0,40267359.0,Lazada,837.0,Terdaftar,2001,31287665.0,258000000.0,837.0
288217304,UD. Yusuf Siang Najwa,Perdagangan,41.0,86.0,2810926.0,26222575.0,Tokopedia,189.0,Terdaftar,2004,23411649.0,381000000.0,189.0
288217305,UD. Qamar Haji Putra,Pendidikan,94.0,80.0,1079793.0,14186209.0,Lazada,248.0,Terdaftar,2000,13106416.0,522000000.0,248.0
288217306,UD. Kamil Sangkala,Perdagangan,43.0,34.0,9995443.0,25172000.0,Shopee,664.0,Terdaftar,2017,15176557.0,231000000.0,664.0
288217307,UD. Okta Hilir,Jasa,41.0,49.0,3805625.0,41980700.0,Data tidak tersedia,125.0,Belum Terdaftar,2003,38175075.0,270000000.0,125.0
288217308,UD. Yora Wicaksana Binar,Pendidikan,98.0,46.0,2480523.0,5127721.0,Bukalapak,108.0,Belum Terdaftar,2004,2647198.0,432000000.0,108.0
288217309,UD. Panji Asa,Perdagangan,1.0,86.0,7401527.0,31381586.0,Website Sendiri,942.0,Terdaftar,2012,23980059.0,261000000.0,942.0
288217310,UD. Widya Jaladara Jojo,Kesehatan,16.0,10.0,1701805.0,41519126.0,Shopee,934.0,Belum Terdaftar,2024,39817321.0,78000000.0,934.0
288217311,UD. Novi Binasena,Pendidikan,39.0,91.0,9917715.0,48094295.0,Lazada,103.0,Belum Terdaftar,2001,38176580.0,390000000.0,103.0
288217312,UD. Kinan Haji,Jasa,19.0,17.0,8762769.0,40655871.0,Lazada,447.0,Terdaftar,2010,31893102.0,108000000.0,447.0
288217313,UD. Ojan Kusen,Pendidikan,49.0,18.0,6206305.0,23142402.0,Lazada,742.0,Terdaftar,2009,16936097.0,201000000.0,742.0
288217314,UD. Febri Agastya,Jasa,19.0,57.0,9804627.0,46966413.0,Shopee,170.0,Terdaftar,2013,37161786.0,228000000.0,170.0
288217315,UD. Maudy Wirawati,Kesehatan,99.0,80.0,2672628.0,33576409.0,Shopee,715.0,Belum Terdaftar,2017,30903781.0,537000000.0,715.0
288217316,UD. Jodi Lingga,Perdagangan,53.0,21.0,5671054.0,27397079.0,Tokopedia,143.0,Belum Terdaftar,2020,21726025.0,222000000.0,143.0
288217317,UD. Marsel Ratu,Perdagangan,60.0,6.0,790238.0,31513285.0,Lazada,240.0,Belum Terdaftar,2011,30723047.0,198000000.0,240.0
288217318,UD. Fira Asri,Pendidikan,76.0,79.0,8828830.0,37643331.0,Website Sendiri,846.0,Belum Terdaftar,2018,28814501.0,465000000.0,846.0
288217319,UD. Cinta Puri,Kesehatan,11.0,26.0,2751792.0,7467129.0,Bukalapak,340.0,Belum Terdaftar,2021,4715337.0,111000000.0,340.0
288217320,UD. Pasha Anindita,Pendidikan,26.0,1.0,9820609.0,9299976.0,Shopee,80.0,Belum Terdaftar,2006,-520633.0,81000000.0,80.0
288217321,UD. Monica Manunggal,Jasa,22.0,19.0,8757677.0,31785091.0,Bukalapak,779.0,Belum Terdaftar,2020,23027414.0,123000000.0,779.0
288217322,UD. Ovan Siang,Jasa,51.0,91.0,1352867.0,32815939.0,Tokopedia,872.0,Terdaftar,2000,31463072.0,426000000.0,872.0
288217323,UD. Utha Bahagia,Kesehatan,4.0,76.0,8880456.0,49205390.0,Website Sendiri,903.0,Terdaftar,2014,40324934.0,240000000.0,903.0
288217324,UD. Kinan Trisakti,Pendidikan,42.0,20.0,3194316.0,30542622.0,Shopee,828.0,Terdaftar,2001,27348306.0,186000000.0,828.0
288217325,UD. Jojo Satria,Perdagangan,7.0,41.0,6687689.0,10570094.0,Tokopedia,354.0,Belum Terdaftar,2016,3882405.0,144000000.0,354.0
288217326,UD. Oki Rejo,Kesehatan,47.0,30.0,877780.0,32068247.0,Bukalapak,986.0,Belum Terdaftar,2023,31190467.0,231000000.0,986.0
288217327,UD. Balqis Mulya,Jasa,67.0,62.0,2826504.0,36139733.0,Tokopedia,189.0,Terdaftar,2008,33313229.0,387000000.0,189.0
288217328,UD. Cipta Kencana,Pendidikan,14.0,3.0,6500588.0,28759084.0,Website Sendiri,944.0,Terdaftar,2007,22258496.0,211800000.0,944.0
288217329,UD. Rendi Harapan,Perdagangan,51.8,93.0,1093479.0,6386082.0,Lazada,849.0,Belum Terdaftar,2008,5292603.0,324000000.0,849.0
288217330,UD. Qais Wiyata,Pendidikan,39.0,8.0,9016590.0,49009079.0,Bukalapak,329.0,Belum Terdaftar,2006,39992489.0,141000000.0,329.0
288217331,UD. Cipta Taruna,Pendidikan,46.0,35.0,7610541.0,18027289.0,Lazada,287.0,Belum Terdaftar,2011,10416748.0,243000000.0,287.0
288217332,UD. Yani Putra,Jasa,64.0,88.0,5399860.0,38674433.0,Tokopedia,115.0,Belum Terdaftar,2004,33274573.0,456000000.0,115.0
288217333,UD. Cipta Satria,Kesehatan,30.0,89.0,9583836.0,2943985.0,Website Sendiri,732.0,Belum Terdaftar,2002,-6639851.0,357000000.0,732.0
288217334,UD. Taufik Saputra,Perdagangan,80.0,12.0,9036826.0,23048923.0,Lazada,202.0,Terdaftar,2015,14012097.0,276000000.0,202.0
288217335,UD. Diva Gatra Clarissa,Pendidikan,61.0,55.0,9990486.0,2411317.0,Lazada,350.0,Belum Terdaftar,2021,-7579169.0,348000000.0,350.0
288217336,UD. Rendi Dewangga,Pendidikan,91.0,4.0,1406668.0,4289820.0,Website Sendiri,171.0,Terdaftar,2000,2883152.0,285000000.0,171.0
288217337,UD. Viera Pusaka,Kesehatan,17.0,14.0,4809841.0,21419483.0,Bukalapak,613.0,Terdaftar,2014,16609642.0,93000000.0,613.0
288217338,UD. Putra Wijaya,Perdagangan,43.0,61.0,3793970.0,34879683.0,Tokopedia,135.0,Belum Terdaftar,2013,31085713.0,340200000.0,135.0
288217339,UD. Rizki Nirbayu,Perdagangan,44.0,2.0,5593379.0,23897380.0,Lazada,963.0,Terdaftar,2010,18304001.0,138000000.0,963.0
288217340,UD. Syifa Praja,Perdagangan,8.0,51.0,3107747.0,20073382.0,Tokopedia,706.0,Belum Terdaftar,2010,16965635.0,177000000.0,706.0
288217341,UD. Ciko Gita,Jasa,25.0,23.0,7341462.0,16799384.0,Shopee,428.0,Belum Terdaftar,2007,9457922.0,144000000.0,428.0
288217342,UD. Heri Utama,Jasa,91.0,19.0,7001823.0,21365696.0,Shopee,707.0,Belum Terdaftar,2018,14363873.0,330000000.0,707.0
288217343,UD. Grego Bima,Perdagangan,0.0,9.0,613802.0,5402380.0,Lazada,330.0,Belum Terdaftar,2011,4788578.0,27000000.0,330.0
288217344,UD. Umar Tri,Jasa,3.0,63.0,1573332.0,4275352.0,Bukalapak,559.0,Belum Terdaftar,2011,2702020.0,198000000.0,559.0
288217345,UD. Barokah Jatiwangi,Jasa,85.0,26.0,6940257.0,10266746.0,Shopee,410.0,Belum Terdaftar,2013,3326489.0,333000000.0,410.0
288217346,UD. Irma Ranggalawe,Pendidikan,55.0,48.0,4214056.0,25316025.0,Bukalapak,423.0,Terdaftar,2019,21101969.0,309000000.0,423.0
288217347,UD. Sinta Adiwarna Utha,Kesehatan,5.0,51.0,1891386.0,32764063.0,Website Sendiri,140.0,Belum Terdaftar,2011,30872677.0,168000000.0,140.0
288217348,UD. Intan Cahaya Opik,Jasa,2.0,17.0,3510416.0,18111549.0,Shopee,230.0,Belum Terdaftar,2009,16042922.4,57000000.0,230.0
288217349,UD. Khalid Nawasena Zaki,Perdagangan,26.0,48.0,9859852.0,7181974.0,Bukalapak,669.0,Terdaftar,2013,-2677878.0,222000000.0,669.0
288217350,UD. Wira Buana,Kesehatan,69.0,59.0,7889847.0,17970927.0,Shopee,867.0,Belum Terdaftar,2000,10081080.0,384000000.0,867.0
288217351,UD. Salsa Tunggal,Kesehatan,90.0,53.0,9174007.0,19019245.0,Lazada,513.0,Belum Terdaftar,2012,9845238.0,429000000.0,486.0
288217352,UD. Zidan Praja,Jasa,80.0,58.0,5381995.0,2588694.0,Tokopedia,164.0,Terdaftar,2009,-2793301.0,414000000.0,164.0
288217353,UD. Ovan Cendana,Pendidikan,34.0,69.0,2606927.0,28356128.0,Lazada,882.0,Belum Terdaftar,2012,25749201.0,309000000.0,882.0
288217354,UD. Ismail Adikara,Kesehatan,84.0,83.0,6521056.0,35645905.0,Bukalapak,456.0,Terdaftar,2024,29124849.0,501000000.0,456.0
288217355,UD. Romi Sudharmo,Kesehatan,17.0,99.0,9729740.0,22613884.0,Shopee,978.0,Belum Terdaftar,2000,12884144.0,348000000.0,978.0
288217356,UD. Zidan Harapan Syifa,Kesehatan,32.0,69.0,9729649.0,35721157.0,Website Sendiri,25.0,Terdaftar,2006,25991508.0,303000000.0,25.0
288217357,UD. Santi Widuri,Kesehatan,73.0,2.0,5643367.0,15299509.0,Website Sendiri,339.0,Belum Terdaftar,2011,9656142.0,225000000.0,339.0
288217358,UD. Vera Anindita Anis,Pendidikan,83.0,35.0,9557429.0,31736010.0,Tokopedia,297.0,Belum Terdaftar,2009,22178581.0,354000000.0,297.0
288217359,UD. Elsa Wijaya,Kesehatan,75.0,15.0,7444345.0,19084488.0,Lazada,339.0,Terdaftar,2013,11640143.0,270000000.0,339.0
288217360,UD. Harun Wiratama,Perdagangan,47.0,18.0,3654094.0,45795257.0,Bukalapak,905.0,Terdaftar,2015,42141163.0,195000000.0,905.0
288217361,UD. Tama Maju,Kesehatan,31.0,60.0,6684789.0,32796591.0,Website Sendiri,403.0,Belum Terdaftar,2014,26111802.0,273000000.0,403.0
288217362,UD. Elsa Jayaningrat,Perdagangan,48.0,82.0,4283480.0,11043824.0,Lazada,453.0,Terdaftar,2008,6760344.0,390000000.0,453.0
288217363,UD. Qyla Manik,Perdagangan,86.0,16.0,5216302.0,27874437.0,Lazada,912.0,Belum Terdaftar,2001,22658135.0,306000000.0,912.0
288217364,UD. Andi Tejakencana,Jasa,48.0,81.0,2457507.0,32483782.0,Website Sendiri,878.0,unknown,2001,30026275.0,387000000.0,878.0
288217365,UD. Farhan Nusa,Pendidikan,84.0,88.0,7350950.0,22106399.0,Website Sendiri,254.0,Belum Terdaftar,2004,14755449.0,516000000.0,254.0
288217366,UD. Zain Tejakencana,Pendidikan,26.0,35.0,6458134.0,46267726.0,Website Sendiri,862.0,Belum Terdaftar,2013,39809592.0,183000000.0,862.0
288217367,UD. Fani Jatiwangi,Jasa,15.0,87.0,8715045.0,34462041.0,Lazada,189.0,Belum Terdaftar,2009,25746996.0,306000000.0,189.0
288217368,UD. Rafif Rejo,Jasa,36.0,47.0,3732914.0,22376358.0,Lazada,795.0,Belum Terdaftar,2015,18643444.0,249000000.0,795.0
288217369,UD. Gracia Cinta,Jasa,17.0,26.0,3792485.0,24082474.0,Tokopedia,461.0,Belum Terdaftar,2002,22879826.4,129000000.0,461.0
288217370,UD. Gracia Wiratama,Kesehatan,52.0,48.0,7558686.0,11779998.0,Shopee,974.0,Belum Terdaftar,2018,4221312.0,300000000.0,444.2
288217371,UD. Putra Utama,Kesehatan,5.0,93.0,1674887.0,22927996.0,Shopee,154.0,Belum Terdaftar,2015,21253109.0,294000000.0,154.0
288217372,UD. Ujang Rejo,Kesehatan,17.0,73.0,1545734.0,19497919.0,Lazada,572.0,Belum Terdaftar,2000,17952185.0,270000000.0,572.0
288217373,UD. Jafar Putri,Pendidikan,37.0,94.0,7289300.0,40770726.0,Bukalapak,549.0,Terdaftar,2011,33481426.0,393000000.0,549.0
288217374,UD. Gita Jayabaya,Pendidikan,66.0,96.0,4900311.0,34269896.0,Shopee,123.0,Terdaftar,2014,29369585.0,486000000.0,123.0
288217375,UD. Jihan Tejakencana,Jasa,18.0,56.0,3525310.0,35506671.0,Bukalapak,900.0,Belum Terdaftar,2014,31981361.0,222000000.0,900.0
288217376,UD. Umi Dewangga,Jasa,32.0,25.0,7380675.0,45052635.0,Lazada,569.0,Terdaftar,2004,37671960.0,171000000.0,569.0
288217377,UD. Taufik Sudarsana,Kesehatan,53.0,91.0,3037191.0,47660383.0,Shopee,358.0,Terdaftar,2023,44623192.0,432000000.0,358.0
288217378,UD. Haidar Kulon,Jasa,10.0,96.0,1020121.0,9173806.0,Shopee,268.0,Terdaftar,2021,8153685.0,318000000.0,268.0
288217379,UD. Marwan Surya,Pendidikan,2.0,79.0,1639908.0,32574014.0,Shopee,279.0,Belum Terdaftar,2008,30934106.0,243000000.0,279.0
288217380,UD. Fatiah Sentosa,Perdagangan,36.0,96.0,9010534.0,6007524.0,Lazada,232.0,Belum Terdaftar,2014,-3003010.0,396000000.0,232.0
288217381,UD. Joko Sentosa Fikri,Kesehatan,51.0,79.0,6011636.0,34629076.0,Tokopedia,883.0,Belum Terdaftar,2005,28617440.0,390000000.0,883.0
288217382,UD. Yumna Sulaksana,Pendidikan,81.0,5.0,8840601.0,35392827.0,Lazada,105.0,Terdaftar,2001,26552226.0,258000000.0,105.0
288217383,UD. Pipit Wangi,Kesehatan,40.0,50.0,2141101.0,12172196.0,Lazada,92.0,Terdaftar,2013,10031095.0,270000000.0,92.0
288217384,UD. Reza Nirwana,Pendidikan,27.0,64.0,2035655.0,23245851.0,Lazada,537.0,Belum Terdaftar,2022,21210196.0,273000000.0,537.0
288217385,UD. Willy Arya,Kesehatan,32.0,36.0,3190008.0,35181580.0,Lazada,496.0,Belum Terdaftar,2002,31991572.0,213000000.0,496.0
288217386,UD. Uci Bintang,Perdagangan,67.0,95.0,2658936.0,29346395.0,Bukalapak,143.0,Belum Terdaftar,2008,26687459.0,486000000.0,143.0
288217387,UD. Owen Taruna,Pendidikan,15.0,41.0,9300634.0,14779078.0,Tokopedia,679.0,Terdaftar,2001,5478444.0,168000000.0,679.0
288217388,UD. Ulil Jayabaya,Pendidikan,84.0,34.0,7033408.0,12004958.0,Website Sendiri,511.0,Terdaftar,2020,4971550.0,354000000.0,511.0
288217389,UD. Fatiah Widuri,Perdagangan,26.0,96.0,4162734.0,26648107.6,Lazada,253.0,Belum Terdaftar,2000,21417919.0,366000000.0,253.0
288217390,UD. Karim Baswara,Kesehatan,14.0,30.0,2018198.0,37489909.0,Website Sendiri,120.0,Terdaftar,2016,35471711.0,132000000.0,120.0
288217391,UD. Yoga Luhur,Kesehatan,51.0,31.0,9248525.0,9905675.0,Bukalapak,61.0,Belum Terdaftar,2020,657150.0,246000000.0,61.0
288217392,UD. Umar Mulya,Pendidikan,80.0,31.0,5829405.0,14740817.0,Bukalapak,434.0,Belum Terdaftar,2002,8911412.0,333000000.0,434.0
288217393,UD. Uti Sahaja,Perdagangan,3.0,37.0,4181424.0,34543530.0,Shopee,384.0,Belum Terdaftar,2021,30362106.0,120000000.0,384.0
288217394,UD. Odie Bersemi,Jasa,59.0,82.0,659571.0,25087570.0,Shopee,72.0,Terdaftar,2018,24427999.0,423000000.0,72.0
288217395,UD. Bella Kusen,Pendidikan,41.0,63.0,9179854.0,27231505.0,Tokopedia,446.0,Terdaftar,2005,18051651.0,312000000.0,446.0
288217396,UD. Hesti Galang,Kesehatan,41.0,76.0,9289368.0,35483323.0,Shopee,473.0,Belum Terdaftar,2008,26193955.0,351000000.0,473.0
288217397,UD. Widya Anggara,Pendidikan,52.0,49.0,8759065.0,34634292.0,Tokopedia,652.0,Belum Terdaftar,2009,25875227.0,303000000.0,652.0
288217398,UD. Mira Wijaya,Perdagangan,21.0,20.0,4295043.0,33690515.0,Website Sendiri,118.0,Terdaftar,2011,29395472.0,123000000.0,118.0
288217399,UD. Niken Resaputra,Kesehatan,86.0,35.0,888674.0,44055053.0,Tokopedia,175.0,Terdaftar,2022,43166379.0,363000000.0,175.0
288217400,UD. Khalid Mega Qanitah,Perdagangan,17.0,0.0,6058441.0,36846285.0,Website Sendiri,232.0,Terdaftar,2014,30787844.0,51000000.0,232.0
288217401,UD. Mega Gatra,Jasa,37.0,19.0,2609190.0,1116742.0,Tokopedia,556.0,Data tidak tersedia,2004,-1492448.0,168000000.0,556.0
288217402,UD. Aqila Karang,Perdagangan,74.0,42.0,2413141.0,12199392.0,Shopee,643.0,Terdaftar,2023,9786251.0,348000000.0,643.0
288217403,UD. Zidan Galuh,Pendidikan,67.0,21.0,4826455.0,29581394.0,Shopee,325.0,Terdaftar,2010,24754939.0,264000000.0,325.0
288217404,UD. Jojo Saputrautama,Perdagangan,65.0,0.0,9360281.0,26433301.0,Bukalapak,361.0,Terdaftar,2001,17073020.0,195000000.0,361.0
288217405,UD. Karla Dharma,Jasa,66.0,24.0,5593387.0,4633289.0,Shopee,507.0,Belum Terdaftar,2005,-960098.0,270000000.0,507.0
288217406,UD. Fatimah Widuri,Perdagangan,28.0,18.0,3175630.0,25255198.0,Tokopedia,747.0,Belum Terdaftar,2005,22079568.0,138000000.0,491.8
288217407,UD. Eren Selaras Satria,Kesehatan,49.0,59.0,597157.0,25875222.0,Data tidak tersedia,233.0,Belum Terdaftar,2002,25278065.0,324000000.0,233.0
288217408,UD. Umi Bagaskara Tegar,Pendidikan,89.0,9.0,551805.0,35671118.0,Lazada,326.0,Belum Terdaftar,2014,35119313.0,294000000.0,326.0
288217409,UD. Farhan Jaya,Jasa,45.0,47.0,6861593.0,12686658.0,Shopee,639.0,Belum Terdaftar,2008,5825065.0,276000000.0,639.0
288217410,UD. Nando Gandewa,Perdagangan,62.0,44.0,4753274.0,9653920.0,Website Sendiri,435.0,Terdaftar,2015,4900646.0,318000000.0,435.0
288217411,UD. Salsa Kinarya,Jasa,42.0,6.0,1652224.0,19449913.0,Website Sendiri,99.0,Belum Terdaftar,2022,17797689.0,144000000.0,99.0
288217412,UD. Rafa Agung,Pendidikan,4.0,17.0,7206512.0,46065672.0,Bukalapak,441.0,Terdaftar,2002,38859160.0,63000000.0,441.0
288217413,UD. Eren Puri Ulil,Pendidikan,3.0,58.0,6113388.0,34440326.0,Tokopedia,18.0,Belum Terdaftar,2008,28326938.0,183000000.0,18.0
288217414,UD. Gadis Pelangi Esa,Jasa,96.0,77.0,9633903.0,26500387.0,Website Sendiri,719.0,Terdaftar,2016,16866484.0,519000000.0,719.0
288217415,UD. Ovan Agung,Perdagangan,24.0,73.0,6986425.0,1506902.0,Website Sendiri,454.0,Terdaftar,2021,-5479523.0,291000000.0,454.0
288217416,UD. Chika Paningrat,Jasa,46.0,49.0,9853463.0,32817263.0,Bukalapak,943.0,Belum Terdaftar,2020,22963800.0,285000000.0,943.0
288217417,UD. Aqila Wirawati,Pendidikan,42.0,17.0,3232592.0,41035927.0,Bukalapak,651.0,Terdaftar,2009,37803335.0,177000000.0,651.0
288217418,UD. Vita Resaputra,Jasa,94.0,93.0,6106230.0,12662706.0,Shopee,585.0,Terdaftar,2024,6556476.0,561000000.0,585.0
288217419,UD. Fikra Tri,Kesehatan,54.0,7.0,8876685.0,23658122.0,Website Sendiri,232.0,Belum Terdaftar,2002,14781437.0,183000000.0,232.0
288217420,UD. Tariq Manunggal,Kesehatan,59.0,36.0,6232550.0,26877558.0,Bukalapak,560.0,Terdaftar,2008,20645008.0,285000000.0,481.6
288217421,UD. Aqila Satriya,Perdagangan,61.0,52.0,3344092.0,23692577.0,Website Sendiri,918.0,Belum Terdaftar,2010,20348485.0,339000000.0,918.0
288217422,UD. Andi Pramudita,Jasa,14.0,34.0,9190261.0,36851256.0,Website Sendiri,704.0,Data tidak tersedia,2012,27660995.0,144000000.0,704.0
288217423,UD. Pasha Pramana Ulya,Jasa,64.0,15.0,9620221.0,24060801.0,Bukalapak,679.0,Belum Terdaftar,2009,14440580.0,237000000.0,679.0
288217424,UD. Pipit Jayaningrat,Pendidikan,84.0,48.0,6558648.0,13554877.0,Tokopedia,663.0,Terdaftar,2019,6996229.0,396000000.0,663.0
288217425,UD. Olla Gatra,Pendidikan,67.0,61.0,9699788.0,11410831.0,Tokopedia,412.0,Terdaftar,2010,1711043.0,384000000.0,412.0
288217426,UD. Deni Panembahan,Kesehatan,17.0,2.0,5751346.0,10752190.0,Lazada,212.0,Belum Terdaftar,2005,5000844.0,57000000.0,212.0
288217427,UD. Sella Jaya,Pendidikan,81.0,30.0,4363936.0,26269718.0,Tokopedia,745.0,Belum Terdaftar,2003,21905782.0,333000000.0,745.0
288217428,UD. Qomar Santosa,Perdagangan,39.0,22.0,2876055.0,7761194.0,Website Sendiri,79.0,Terdaftar,2000,4885139.0,183000000.0,706.6
288217429,UD. Ulya Adiwarna,Jasa,64.0,99.0,788875.0,15516147.0,Website Sendiri,328.0,Terdaftar,2003,14727272.0,489000000.0,328.0
288217430,UD. Yumna Adiwarna,Kesehatan,71.0,47.0,8215726.0,19115201.0,Website Sendiri,963.0,Terdaftar,2006,10899475.0,354000000.0,963.0
288217431,UD. Wahyu Sukarela,Kesehatan,61.0,21.0,9864711.0,30046340.0,Tokopedia,102.0,Belum Terdaftar,2020,20181629.0,246000000.0,102.0
288217432,UD. Asep Kawiswara,Kesehatan,74.0,96.0,6519083.0,13251884.0,Lazada,331.0,Belum Terdaftar,2000,6732801.0,510000000.0,331.0
288217433,UD. Tiara Suci,Kesehatan,43.0,37.0,6243379.0,19300122.0,Shopee,448.0,Belum Terdaftar,2004,13056743.0,138000000.0,448.0
288217434,UD. Zain Jagad,Perdagangan,4.0,28.0,9888532.0,34939799.0,Website Sendiri,814.0,Belum Terdaftar,2016,25051267.0,96000000.0,814.0
288217435,UD. Gani Sentosa,Kesehatan,11.0,72.0,7893216.0,40838866.0,Lazada,110.0,Terdaftar,2024,32945650.0,249000000.0,110.0
288217436,UD. Xenia Tunggul,Kesehatan,0.0,68.0,5253542.0,5807265.0,Bukalapak,961.0,Belum Terdaftar,2008,553723.0,204000000.0,961.0
288217437,UD. Tama Rejo,Jasa,49.0,19.0,1246197.0,38038723.0,Tokopedia,295.0,Belum Terdaftar,2000,36792526.0,204000000.0,295.0
288217438,UD. Gusti Wacana,Perdagangan,30.0,59.0,5149021.0,8451809.0,Shopee,98.0,Terdaftar,2002,3302788.0,267000000.0,98.0
288217439,UD. Pipit Mardika,Jasa,61.0,17.0,6861646.0,1397256.0,Bukalapak,498.0,Terdaftar,2019,-5464390.0,234000000.0,498.0
288217440,UD. Maudy Widjaja,Perdagangan,26.0,91.0,5132109.0,48911323.0,Lazada,183.0,Terdaftar,2016,43779214.0,351000000.0,183.0
288217441,UD. Gisel Lingga,Perdagangan,96.0,71.0,8440513.0,10762933.0,Bukalapak,900.0,Belum Terdaftar,2002,2322420.0,501000000.0,900.0
288217442,UD. Grego Jatiwangi Leni,Perdagangan,43.0,32.0,9391020.0,34999303.0,Bukalapak,570.0,Belum Terdaftar,2014,25608283.0,225000000.0,570.0
288217443,UD. Grego Gita,Pendidikan,19.0,61.0,4153729.0,11588205.0,Website Sendiri,213.0,Belum Terdaftar,2021,7434476.0,240000000.0,563.4
288217444,UD. Yumna Kulon,Jasa,34.0,21.0,4087259.0,29520073.0,Website Sendiri,636.0,Belum Terdaftar,2009,25432814.0,165000000.0,636.0
288217445,UD. Ovan Adikara,Pendidikan,7.0,19.0,4398664.0,7775982.0,Tokopedia,115.0,Data tidak tersedia,2015,3377318.0,78000000.0,115.0
288217446,UD. Fatimah Hilir,Perdagangan,92.0,96.0,1975912.0,19443608.0,Shopee,105.0,Belum Terdaftar,2015,17467696.0,564000000.0,105.0
288217447,UD. Kirana Pelangi,Pendidikan,13.0,57.0,4693269.0,49833306.0,Bukalapak,246.0,Belum Terdaftar,2003,45140037.0,210000000.0,246.0
288217448,UD. Oki Trijaya,Jasa,78.0,57.6,2385095.0,21963586.0,Lazada,459.0,Belum Terdaftar,2021,19578491.0,339000000.0,675.2
288217449,UD. Anang Raharja,Kesehatan,71.0,8.0,8772916.0,25822691.0,Bukalapak,945.0,Belum Terdaftar,2003,17049775.0,237000000.0,945.0
288217450,UD. Romi Jaya,Kesehatan,46.0,20.0,6299753.0,39943727.0,Bukalapak,417.0,Belum Terdaftar,2024,33643974.0,198000000.0,417.0
288217451,UD. Khalid Jati,Pendidikan,64.0,95.0,4215283.0,43004440.0,Tokopedia,346.0,Belum Terdaftar,2014,38789157.0,477000000.0,346.0
288217452,UD. Utha Sasmita,Perdagangan,35.0,27.0,6307122.0,44841260.0,Website Sendiri,905.0,Belum Terdaftar,2010,38534138.0,186000000.0,905.0
288217453,UD. Laila Baswara,Kesehatan,84.0,14.0,9995436.0,11006956.0,Website Sendiri,401.0,Terdaftar,2002,1011520.0,294000000.0,401.0
288217454,UD. Wenny Ilir,Jasa,93.0,90.0,6121840.0,28925799.0,Tokopedia,446.0,Belum Terdaftar,2013,22803959.0,549000000.0,446.0
288217455,UD. Echa Swargaloka,Pendidikan,44.0,79.0,5131162.0,18051011.0,Website Sendiri,908.0,Terdaftar,2019,12919849.0,255000000.0,908.0
288217456,UD. Mirna Sumringah Qanita,Perdagangan,45.0,43.0,1753413.2,35073952.0,Bukalapak,964.0,Terdaftar,2020,33734012.0,264000000.0,964.0
288217457,UD. Krisna Citra Barokah,Pendidikan,5.0,30.0,4849710.0,45372894.0,Website Sendiri,195.0,Belum Terdaftar,2013,40523184.0,105000000.0,195.0
288217458,UD. Iman Agung,Kesehatan,71.0,32.0,2567919.0,39164971.0,Tokopedia,388.0,Belum Terdaftar,2001,36597052.0,309000000.0,388.0
288217459,UD. Ina Ratu,Jasa,49.0,27.0,5943099.0,5385939.0,Tokopedia,496.0,Belum Terdaftar,2021,-557160.0,228000000.0,496.0
288217460,UD. Qira Bersemi,Kesehatan,93.0,22.0,9365677.0,31017867.0,Bukalapak,666.0,Belum Terdaftar,2024,21716111.6,345000000.0,666.0
288217461,UD. Echa Persada,Jasa,55.0,55.0,6728050.0,25015673.0,Website Sendiri,921.0,Terdaftar,2008,18287623.0,330000000.0,921.0
unknown,UD. Hasna Anggara,Jasa,85.0,39.0,2290854.0,20062839.0,Bukalapak,121.0,Belum Terdaftar,2008,17771985.0,372000000.0,121.0
288217463,UD. Naufal Wicaksana,Pendidikan,14.0,21.0,6225963.0,31174618.0,Lazada,618.0,Terdaftar,2015,24948655.0,105000000.0,618.0
288217464,UD. Vidi Sukma,Kesehatan,64.0,74.0,2179813.0,38612307.0,Tokopedia,643.0,Belum Terdaftar,2007,36432494.0,414000000.0,643.0
288217465,UD. Putri Jatinagara,Data tidak tersedia,12.0,86.0,7545759.0,31561748.0,Shopee,13.0,Terdaftar,2021,24015989.0,294000000.0,13.0
288217466,UD. Zahra Gunawan,Kesehatan,48.0,57.0,8729846.0,15561461.0,Shopee,119.0,Terdaftar,2000,6831615.0,315000000.0,119.0
288217467,UD. Uti Wijaya,Pendidikan,44.0,63.0,2158741.0,36514115.0,Tokopedia,382.0,Belum Terdaftar,2006,34355374.0,321000000.0,382.0
288217468,UD. Syifa Surapati,Pendidikan,0.0,22.0,9842578.0,16110748.0,Shopee,803.0,Terdaftar,2006,6268170.0,66000000.0,803.0
288217469,UD. Yuli Anindita,Perdagangan,63.0,83.0,4952422.0,28809603.0,Bukalapak,719.0,Terdaftar,2023,23857181.0,438000000.0,719.0
288217470,UD. Iqra Tejakencana,Kesehatan,45.0,0.0,1330844.0,9900663.0,Lazada,86.0,Belum Terdaftar,2005,8505917.0,135000000.0,86.0
288217471,UD. Hesti Kayastha,Perdagangan,94.0,78.0,4368425.0,46060618.0,Website Sendiri,860.0,Belum Terdaftar,2019,41692193.0,516000000.0,860.0
288217472,UD. Pipit Darma,Pendidikan,95.0,81.0,849263.0,14622323.0,Lazada,708.0,Terdaftar,2022,13773060.0,528000000.0,708.0
